,time,activation_pct
0,2018-08-05 12:00:00,0.0
1,2018-08-05 12:10:00,0.0
2,2018-08-05 12:20:00,0.0
3,2018-08-05 12:30:00,0.0
4,2018-08-05 12:40:00,0.0
5,2018-08-05 12:50:00,0.0
6,2018-08-05 13:00:00,0.0
7,2018-08-05 13:10:00,0.0
8,2018-08-05 13:20:00,0.0
9,2018-08-05 13:30:00,0.0
10,2018-08-05 13:40:00,0.0
11,2018-08-05 13:50:00,0.0
12,2018-08-05 14:00:00,0.0
13,2018-08-05 14:10:00,3.3333333333333335
14,2018-08-05 14:20:00,13.333333333333334
15,2018-08-05 14:30:00,20.0
16,2018-08-05 14:40:00,30.0
17,2018-08-05 14:50:00,63.333333333333336
18,2018-08-05 15:00:00,83.33333333333333
19,2018-08-05 15:10:00,100.0
20,2018-08-05 15:20:00,100.0
21,2018-08-05 15:30:00,100.0
22,2018-08-05 15:40:00,100.0
23,2018-08-05 15:50:00,100.0
24,2018-08-05 16:00:00,100.0
25,2018-08-05 16:10:00,100.0
26,2018-08-05 16:20:00,100.0
27,2018-08-05 16:30:00,100.0
28,2018-08-05 16:40:00,100.0
29,2018-08-05 16:50:00,100.0
30,2018-08-05 17:00:00,100.0
31,2018-08-05 17:10:00,100.0
32,2018-08-05 17:20:00,100.0
33,2018-08-05 17:30:00,100.0
34,2018-08-05 17:40:00,100.0
35,2018-08-05 17:50:00,100.0
36,2018-08-05 18:00:00,100.0
37,2018-08-05 18:10:00,100.0
38,2018-08-05 18:20:00,100.0
39,2018-08-05 18:30:00,100.0
40,2018-08-05 18:40:00,96.66666666666667
41,2018-08-05 18:50:00,100.0
42,2018-08-05 19:00:00,100.0
43,2018-08-05 19:10:00,93.33333333333333
44,2018-08-05 19:20:00,93.33333333333333
45,2018-08-05 19:30:00,90.0
46,2018-08-05 19:40:00,90.0
47,2018-08-05 19:50:00,93.33333333333333
48,2018-08-05 20:00:00,93.33333333333333
49,2018-08-05 20:10:00,93.33333333333333
50,2018-08-05 20:20:00,96.66666666666667
51,2018-08-05 20:30:00,93.33333333333333
52,2018-08-05 20:40:00,93.33333333333333
53,2018-08-05 20:50:00,90.0
54,2018-08-05 21:00:00,83.33333333333333
55,2018-08-05 21:10:00,76.66666666666667
56,2018-08-05 21:20:00,63.333333333333336
57,2018-08-05 21:30:00,63.333333333333336
58,2018-08-05 21:40:00,46.666666666666664
59,2018-08-05 21:50:00,16.666666666666668
60,2018-08-05 22:00:00,20.0
61,2018-08-05 22:10:00,3.3333333333333335
62,2018-08-05 22:20:00,3.3333333333333335
63,2018-08-05 22:30:00,3.3333333333333335
64,2018-08-05 22:40:00,3.3333333333333335
65,2018-08-05 22:50:00,0.0
66,2018-08-05 23:00:00,0.0
67,2018-08-05 23:10:00,0.0
68,2018-08-05 23:20:00,0.0
69,2018-08-05 23:30:00,0.0
70,2018-08-05 23:40:00,0.0
71,2018-08-05 23:50:00,0.0
